time,open,high,low,close,volume,spread
2023-03-16 00:00:00,141.065,141.251,140.209,141.2,18274,0
2023-03-16 04:00:00,141.195,141.415,140.519,140.775,20730,0
2023-03-16 08:00:00,140.781,141.583,140.698,141.043,26700,0
2023-03-16 12:00:00,141.04,141.156,139.878,140.097,30384,0
2023-03-16 16:00:00,140.101,141.729,139.119,141.701,41446,0
2023-03-16 20:00:00,141.698,142.005,141.521,141.949,22532,0
2023-03-17 00:00:00,141.742,141.859,141.525,141.64,14407,0
2023-03-17 04:00:00,141.642,141.934,141.545,141.699,15538,0
2023-03-17 08:00:00,141.705,142.208,141.465,141.939,21768,0
2023-03-17 12:00:00,141.938,142.011,140.169,140.561,28377,0
2023-03-17 16:00:00,140.563,141.203,140.158,141.039,34907,0
2023-03-17 20:00:00,141.039,141.161,140.48,140.617,23029,0
2023-03-20 00:00:00,140.899,141.677,140.649,141.65,15766,0
2023-03-20 04:00:00,141.651,141.749,140.581,140.65,18196,0
2023-03-20 08:00:00,140.649,140.901,138.825,139.564,31015,0
2023-03-20 12:00:00,139.564,140.956,139.378,140.814,34136,0
2023-03-20 16:00:00,140.811,141.411,140.589,141.173,32904,0
2023-03-20 20:00:00,141.174,141.284,140.782,140.813,16762,0
2023-03-21 00:00:00,140.759,141.106,140.529,140.579,13488,0
2023-03-21 04:00:00,140.574,140.774,140.421,140.602,12888,0
2023-03-21 08:00:00,140.602,141.944,140.515,141.831,21061,0
2023-03-21 12:00:00,141.826,142.789,141.714,142.563,24165,0
2023-03-21 16:00:00,142.572,142.679,141.899,142.578,26461,0
2023-03-21 20:00:00,142.581,142.788,142.52,142.656,15093,0
2023-03-22 00:00:00,142.57,142.872,142.442,142.706,12472,0
2023-03-22 04:00:00,142.706,143.035,142.417,142.663,13425,0
2023-03-22 08:00:00,142.664,142.943,142.381,142.828,17512,0
2023-03-22 12:00:00,142.825,143.628,142.71,143.165,22382,0
2023-03-22 16:00:00,143.166,143.23,142.875,143.177,20273,0
2023-03-22 20:00:00,143.178,143.231,142.302,142.752,31334,0
2023-03-23 00:00:00,142.661,142.791,142.338,142.466,14626,0
2023-03-23 04:00:00,142.462,142.604,142.185,142.539,15910,0
2023-03-23 08:00:00,142.54,143.086,142.471,143.003,24201,0
2023-03-23 12:00:00,143.006,143.2,142.624,142.963,26891,0
2023-03-23 16:00:00,142.961,143.101,142.359,142.476,26976,0
2023-03-23 20:00:00,142.474,142.558,141.163,141.736,26998,0
2023-03-24 00:00:00,141.613,141.844,141.387,141.387,12072,0
2023-03-24 04:00:00,141.388,141.483,140.892,140.954,19395,0
2023-03-24 08:00:00,140.951,141.287,139.927,140.219,22334,0
2023-03-24 12:00:00,140.217,140.426,139.069,139.917,35142,0
2023-03-24 16:00:00,139.915,140.853,139.724,140.672,32878,0
2023-03-24 20:00:00,140.671,140.817,140.589,140.621,16378,0
2023-03-27 00:00:00,140.619,141.079,140.547,140.735,11661,0
2023-03-27 04:00:00,140.738,141.011,140.575,140.741,12667,0
2023-03-27 08:00:00,140.745,141.54,140.629,141.129,22900,0
2023-03-27 12:00:00,141.13,141.928,141.081,141.887,22116,0
2023-03-27 16:00:00,141.886,142.075,141.554,142.008,20447,0
2023-03-27 20:00:00,142.01,142.222,141.911,142.072,10920,0
2023-03-28 00:00:00,142.001,142.081,141.284,141.461,11820,0
2023-03-28 04:00:00,141.461,141.584,141.144,141.225,13424,0
2023-03-28 08:00:00,141.225,142.151,141.045,141.695,21504,0
2023-03-28 12:00:00,141.692,142.004,141.437,141.621,20208,0
2023-03-28 16:00:00,141.621,142.112,141.6,141.986,22575,0
2023-03-28 20:00:00,141.988,142.016,141.541,141.973,10757,0
2023-03-29 00:00:00,141.873,142.472,141.787,142.431,10855,0
2023-03-29 04:00:00,142.431,142.827,142.406,142.738,14830,0
2023-03-29 08:00:00,142.74,143.091,142.666,142.979,20328,0
2023-03-29 12:00:00,142.978,143.917,142.732,143.832,21738,0
2023-03-29 16:00:00,143.83,143.869,143.235,143.625,23624,0
2023-03-29 20:00:00,143.625,144.099,143.612,144.083,10767,0
2023-03-30 00:00:00,144.011,144.04,143.567,143.754,11419,0
2023-03-30 04:00:00,143.753,143.869,143.565,143.692,12849,0
2023-03-30 08:00:00,143.692,144.158,143.129,144.108,21397,0
2023-03-30 12:00:00,144.133,144.868,143.992,144.851,21154,0
2023-03-30 16:00:00,144.846,145.082,144.308,144.365,21537,0
2023-03-30 20:00:00,144.367,144.721,144.173,144.7,9087,0
2023-03-31 00:00:00,144.626,145.669,144.564,145.439,11373,0
2023-03-31 04:00:00,145.447,145.478,144.72,144.739,13387,0
2023-03-31 08:00:00,144.741,145.374,144.556,145.356,21162,0
2023-03-31 12:00:00,145.312,145.319,144.59,144.889,22127,0
2023-03-31 16:00:00,144.891,145.007,144.171,144.304,23902,0
2023-03-31 20:00:00,144.304,144.342,143.879,143.998,14549,0
2023-04-03 00:00:00,144.547,144.601,143.705,143.862,16589,0
2023-04-03 04:00:00,143.858,144.086,143.624,144.051,14480,0
2023-04-03 08:00:00,144.05,144.826,143.921,144.689,20698,0
2023-04-03 12:00:00,144.686,144.94,144.383,144.613,21036,0
2023-04-03 16:00:00,144.622,144.775,143.898,144.222,23399,0
2023-04-03 20:00:00,144.221,144.468,144.092,144.352,11593,0
2023-04-04 00:00:00,144.254,144.549,144.161,144.5,10573,0
2023-04-04 04:00:00,144.497,144.761,144.49,144.62,12348,0
2023-04-04 08:00:00,144.621,145.13,144.533,145.09,19269,0
2023-04-04 12:00:00,145.088,145.436,144.63,144.749,20617,0
2023-04-04 16:00:00,144.75,144.813,143.961,144.075,26965,0
2023-04-04 20:00:00,144.076,144.365,144.063,144.303,9984,0
2023-04-05 00:00:00,144.114,144.261,143.825,144.109,9842,0
2023-04-05 04:00:00,144.099,144.442,143.941,144.188,13502,0
2023-04-05 08:00:00,144.188,144.228,143.582,143.887,20796,0
