time,open,high,low,close,volume,spread
2023-03-16 00:00:00,0.57679,0.57773,0.57319,0.57536,7855,2
2023-03-16 04:00:00,0.57535,0.57583,0.57208,0.57315,8295,3
2023-03-16 08:00:00,0.57314,0.57356,0.57001,0.57138,10670,0
2023-03-16 12:00:00,0.57138,0.57288,0.57093,0.57187,12014,0
2023-03-16 16:00:00,0.57186,0.57514,0.57077,0.57375,23002,0
2023-03-16 20:00:00,0.57375,0.57603,0.57304,0.57565,9159,0
2023-03-17 00:00:00,0.57578,0.57657,0.57265,0.57606,4545,3
2023-03-17 04:00:00,0.57605,0.57831,0.57591,0.57826,7475,2
2023-03-17 08:00:00,0.57828,0.57913,0.57736,0.57744,9790,0
2023-03-17 12:00:00,0.57746,0.57984,0.577,0.5794,11203,0
2023-03-17 16:00:00,0.57942,0.5814,0.57871,0.58099,15189,0
2023-03-17 20:00:00,0.58099,0.58259,0.57895,0.58021,8594,0
2023-03-20 00:00:00,0.58088,0.58202,0.57997,0.58137,6254,0
2023-03-20 04:00:00,0.58136,0.58137,0.57855,0.5788,7015,5
2023-03-20 08:00:00,0.5788,0.58127,0.57772,0.58043,11918,0
2023-03-20 12:00:00,0.58043,0.58049,0.57821,0.57949,12250,0
2023-03-20 16:00:00,0.57948,0.58044,0.57778,0.57883,12726,0
2023-03-20 20:00:00,0.57884,0.58077,0.57867,0.58033,5218,1
2023-03-21 00:00:00,0.57973,0.58053,0.57848,0.57941,4533,2
2023-03-21 04:00:00,0.5794,0.5796,0.57678,0.57754,6323,3
2023-03-21 08:00:00,0.57758,0.57809,0.57424,0.57424,8825,0
2023-03-21 12:00:00,0.57423,0.5751,0.57232,0.57242,9906,0
2023-03-21 16:00:00,0.5724,0.57267,0.56881,0.56955,11922,0
2023-03-21 20:00:00,0.56957,0.57135,0.5695,0.5712,5370,0
2023-03-22 00:00:00,0.57092,0.57149,0.56918,0.57041,2857,4
2023-03-22 04:00:00,0.5704,0.57257,0.57037,0.57219,4961,3
2023-03-22 08:00:00,0.57221,0.5745,0.57191,0.57294,7201,1
