time,open,high,low,close,volume,spread
2023-03-16,0.57679,0.57773,0.57001,0.57565,70995,0
2023-03-17,0.57578,0.58259,0.57265,0.58021,56796,0
2023-03-20,0.58088,0.58202,0.57772,0.58033,55381,0
2023-03-21,0.57973,0.58053,0.56881,0.5712,46879,0
2023-03-22,0.57092,0.57541,0.56918,0.5704,43767,0
2023-03-23,0.57053,0.57628,0.56934,0.5727,52418,0
2023-03-24,0.57238,0.57323,0.56894,0.57033,55591,0
2023-03-27,0.56863,0.57087,0.56642,0.56718,42444,0
2023-03-28,0.56693,0.57539,0.56693,0.5749,36567,0
2023-03-29,0.57478,0.57714,0.57106,0.5713,37227,0
2023-03-30,0.57148,0.57311,0.56972,0.57185,36482,0
2023-03-31,0.57121,0.57526,0.56969,0.5723,40216,0
2023-04-03,0.57266,0.57601,0.57006,0.57455,44588,0
2023-04-04,0.57447,0.57623,0.57025,0.57145,43264,0
2023-04-05,0.57068,0.57772,0.5691,0.5727,41839,0
2023-04-06,0.5725,0.57317,0.56457,0.5648,33778,0
2023-04-07,0.56387,0.56717,0.5631,0.56524,24524,0
2023-04-10,0.56407,0.56635,0.56376,0.56553,29235,0
2023-04-11,0.56476,0.5662,0.55858,0.55925,33236,0
2023-04-12,0.5588,0.55997,0.55555,0.5568,39063,0
2023-04-13,0.55608,0.56047,0.55524,0.55996,38666,0
2023-04-14,0.55939,0.56086,0.55462,0.55505,41066,0
2023-04-17,0.55423,0.55597,0.55302,0.55543,35062,0
2023-04-18,0.55418,0.55807,0.55418,0.55625,31926,0
2023-04-19,0.55614,0.55848,0.55524,0.55616,34867,0
2023-04-20,0.55619,0.55683,0.55092,0.55105,36380,0
2023-04-21,0.55026,0.5514,0.54646,0.54763,34986,0
2023-04-24,0.54748,0.54828,0.54555,0.5473,48526,0
2023-04-25,0.54721,0.54856,0.54549,0.54732,33080,0
2023-04-26,0.54728,0.54842,0.54337,0.54485,42164,0
2023-04-27,0.54428,0.5507,0.54427,0.5498,38108,0
2023-04-28,0.54909,0.55353,0.54788,0.5526,44579,0
2023-05-01,0.5499,0.55365,0.5494,0.5522,33712,0
2023-05-02,0.55173,0.55787,0.55111,0.55445,42288,0
2023-05-03,0.55414,0.55694,0.55055,0.55061,41947,0
2023-05-04,0.55008,0.55736,0.54818,0.55634,51002,0
2023-05-05,0.55471,0.56277,0.55471,0.56061,37438,0
2023-05-08,0.55901,0.56544,0.55741,0.56423,29267,0
2023-05-09,0.56387,0.56583,0.56289,0.56405,31659,0
2023-05-10,0.56394,0.56643,0.563,0.56625,36880,0
2023-05-11,0.56613,0.5678,0.56278,0.56315,37445,0
2023-05-12,0.56304,0.56318,0.5548,0.55605,32947,0
2023-05-15,0.5536,0.55895,0.5536,0.5587,31994,0
2023-05-16,0.55859,0.55991,0.55683,0.5583,31422,0
2023-05-17,0.55816,0.56503,0.55773,0.56131,35319,0
2023-05-18,0.56103,0.56359,0.56002,0.56331,33142,0
2023-05-19,0.56343,0.56746,0.56268,0.5642,38013,0
2023-05-22,0.56173,0.56485,0.56173,0.5644,37799,0
2023-05-23,0.56426,0.56568,0.56234,0.5631,34904,0
2023-05-24,0.56226,0.56374,0.55138,0.55295,42028,0
2023-05-25,0.55182,0.55311,0.54736,0.54895,39007,0
2023-05-26,0.54855,0.55027,0.54655,0.5471,37337,0
2023-05-29,0.54669,0.54933,0.54575,0.54745,19609,0
2023-05-30,0.5468,0.54887,0.54527,0.54736,36612,0
2023-05-31,0.54732,0.54845,0.54465,0.54801,39685,0
2023-06-01,0.54762,0.55152,0.54522,0.54955,37223,0
2023-06-02,0.54925,0.55321,0.54832,0.55051,38282,0
2023-06-05,0.5493,0.55288,0.54854,0.55003,33624,0
2023-06-06,0.54908,0.55225,0.54778,0.55157,33126,0
2023-06-07,0.5513,0.5553,0.54866,0.54926,33277,0
2023-06-08,0.54902,0.5527,0.54728,0.5478,35083,0
2023-06-09,0.54753,0.55379,0.54581,0.55352,32016,0
2023-06-12,0.55096,0.55682,0.55096,0.55633,29589,0
2023-06-13,0.55616,0.55901,0.55435,0.55653,39165,0
2023-06-14,0.55617,0.56023,0.55586,0.55897,36524,0
2023-06-15,0.55874,0.56004,0.55423,0.556,38087,0
2023-06-16,0.55402,0.55807,0.55402,0.55735,38348,0
2023-06-19,0.55566,0.55765,0.55383,0.55525,30586,0
2023-06-20,0.55483,0.55604,0.55174,0.55356,41089,0
2023-06-21,0.55339,0.55577,0.55198,0.55377,41618,0
2023-06-22,0.55371,0.55603,0.55237,0.55265,41783,0
2023-06-23,0.55245,0.55419,0.54875,0.5509,45565,0
2023-06-26,0.54973,0.55313,0.54908,0.55195,35676,0
2023-06-27,0.55181,0.5546,0.54893,0.55062,43319,0
2023-06-28,0.55032,0.55079,0.54439,0.54455,39649,0
2023-06-29,0.54468,0.54658,0.54378,0.54591,40440,0
2023-06-30,0.54547,0.54975,0.54498,0.54917,39757,0
2023-07-03,0.54698,0.55329,0.54698,0.5513,37089,0
2023-07-04,0.55112,0.55623,0.55053,0.5553,24533,0
2023-07-05,0.55513,0.55713,0.55383,0.55515,35401,0
2023-07-06,0.55493,0.55777,0.55088,0.55115,43816,0
2023-07-07,0.55097,0.55396,0.55035,0.55212,41514,0
2023-07-10,0.55086,0.55273,0.54902,0.5497,37097,0
2023-07-11,0.54943,0.55065,0.54377,0.54488,36612,0
2023-07-12,0.54468,0.54755,0.54178,0.54607,48824,0
2023-07-13,0.5453,0.5502,0.54458,0.5489,43285,0
2023-07-14,0.54874,0.5502,0.54646,0.54895,41153,0
2023-07-17,0.54693,0.54895,0.54336,0.544,33237,0
2023-07-18,0.54393,0.54488,0.53732,0.53778,44152,0
2023-07-19,0.53748,0.54143,0.53485,0.53742,43516,0
2023-07-20,0.53753,0.54052,0.53629,0.5402,46928,0
2023-07-21,0.54014,0.5406,0.53369,0.5341,37514,0
2023-07-24,0.53275,0.53953,0.53203,0.5395,43238,0
2023-07-25,0.53948,0.54076,0.53684,0.53735,37611,0
2023-07-26,0.53713,0.53804,0.53435,0.53435,42682,0
2023-07-27,0.53414,0.53932,0.53357,0.5373,50952,0
2023-07-28,0.53637,0.53794,0.53365,0.5358,53688,0
2023-07-31,0.53277,0.54195,0.5326,0.5412,36016,0
2023-08-01,0.54124,0.54173,0.53713,0.53797,35676,0
2023-08-02,0.53796,0.53887,0.53283,0.5333,43542,0
2023-08-03,0.53313,0.53426,0.53064,0.53115,46951,0
2023-08-04,0.53102,0.53434,0.53069,0.53214,40142,0
2023-08-07,0.52967,0.53498,0.5289,0.53279,30126,0
2023-08-08,0.53244,0.53343,0.529,0.53105,36036,0
2023-08-09,0.53073,0.53241,0.52903,0.53065,33087,0
2023-08-10,0.5303,0.53214,0.52783,0.52788,40991,0
2023-08-11,0.52756,0.5281,0.52391,0.52435,39013,0
2023-08-14,0.52291,0.52575,0.52258,0.52465,37689,0
2023-08-15,0.52438,0.52594,0.52173,0.52272,45622,0
2023-08-16,0.52251,0.52641,0.52133,0.5223,40953,0
2023-08-17,0.52214,0.52324,0.52,0.52038,42540,0
2023-08-18,0.52031,0.52405,0.51748,0.5226,36448,0
2023-08-21,0.522,0.52308,0.51886,0.52063,33355,0
2023-08-22,0.5205,0.52385,0.51888,0.52346,34191,0
2023-08-23,0.52312,0.52552,0.52197,0.52465,37475,0
2023-08-24,0.52458,0.52495,0.52232,0.5238,35673,0
2023-08-25,0.52358,0.5246,0.52194,0.52203,37233,0
2023-08-28,0.52108,0.52361,0.5204,0.52231,30032,0
2023-08-29,0.52199,0.52466,0.52083,0.52436,35720,0
2023-08-30,0.52443,0.52596,0.52235,0.52292,41120,0
2023-08-31,0.52272,0.52709,0.52138,0.52705,37247,0
2023-09-01,0.52683,0.52924,0.52429,0.52615,42170,0
2023-09-04,0.5253,0.52712,0.52485,0.52515,22917,0
2023-09-05,0.52401,0.52553,0.52086,0.5232,34412,0
2023-09-06,0.52302,0.52548,0.5217,0.52303,34065,0
