Date,Equity,Peak,Drawdown
2016-01-22,100000.0,100000.0,0.0
2016-01-25,100000.0,100000.0,0.0
2016-01-26,100000.0,100000.0,0.0
2016-01-27,100000.0,100000.0,0.0
2016-01-28,100000.0,100000.0,0.0
2016-01-29,100000.0,100000.0,0.0
2016-02-01,100000.0,100000.0,0.0
2016-02-02,100000.0,100000.0,0.0
2016-02-03,100000.0,100000.0,0.0
2016-02-04,100005.45059032593,100005.45059032593,0.0
2016-02-05,100113.95059032593,100113.95059032593,0.0
2016-02-08,100207.57072277222,100207.57072277222,0.0
2016-02-09,100192.07072277222,100207.57072277222,0.00015467893182323817
2016-02-10,100246.63055248413,100246.63055248413,0.0
2016-02-11,100531.83045787964,100531.83045787964,0.0
2016-02-12,100488.43064708862,100531.83045787964,0.00043170218420721064
2016-02-16,100265.85040111694,100531.83045787964,0.002645729770872265
2016-02-17,100309.87081737671,100531.83045787964,0.0022078543630609146
2016-02-18,100484.09066600952,100531.83045787964,0.0004748724026279317
2016-02-19,100440.07072277222,100531.83045787964,0.0009127431052383647
2016-02-22,100310.49047680054,100531.83045787964,0.0022016905498586097
2016-02-23,100417.75068493042,100531.83045787964,0.0011347627157451924
2016-02-24,100441.93064708862,100531.83045787964,0.0008942422552296154
2016-02-25,100461.15049572143,100531.83045787964,0.0007030605315379817
2016-02-26,100410.93064708862,100531.83045787964,0.0012026023025778852
2016-02-29,100505.79057140503,100531.83045787964,0.00025902131052432637
2016-03-01,100451.85040111694,100531.83045787964,0.0007955694867826463
2016-03-02,100508.27062816772,100531.83045787964,0.00023435194211235467
2016-03-03,100635.37081737671,100635.37081737671,0.0
2016-03-04,100623.59066600952,100635.37081737671,0.00011705776280752196
2016-03-07,100660.79057140503,100660.79057140503,0.0
2016-03-08,100626.07072277222,100660.79057140503,0.0003449192921665316
2016-03-09,100564.07072277222,100660.79057140503,0.0009608492848484339
2016-03-10,100683.11060924683,100683.11060924683,0.0
2016-03-11,100553.5308362976,100683.11060924683,0.0012870060545916231
2016-03-14,100458.05077953491,100683.11060924683,0.002235328530773903
2016-03-15,100463.63055248413,100683.11060924683,0.0021799093754115506
2016-03-16,100626.69038219604,100683.11060924683,0.0005603742942522831
2016-03-17,100598.17043895874,100683.11060924683,0.0008436387172992742
2016-03-18,100577.71079845581,100683.11060924683,0.0010468469850924095
2016-03-21,100525.63055248413,100683.11060924683,0.0015641159257969153
2016-03-22,100547.33045787964,100683.11060924683,0.0013485891580580281
2016-03-23,100379.93064708862,100683.11060924683,0.003011229592765073
2016-03-24,100362.57072277222,100683.11060924683,0.0031836510069561826
2016-03-28,100379.31051464233,100683.11060924683,0.003017388842737949
2016-03-29,100513.23074169311,100683.11060924683,0.0016872727364673715
2016-03-30,100410.31051464233,100683.11060924683,0.0027094921179306314
2016-03-31,100443.79057140503,100683.11060924683,0.002376963091362987
2016-04-01,100399.77062816772,100683.11060924683,0.002814175876813637
2016-04-04,100351.41070385132,100683.11060924683,0.003294494015812064
2016-04-05,100445.0308362976,100683.11060924683,0.002364644591417235
2016-04-06,100400.39076061401,100683.11060924683,0.002808016626840761
2016-04-07,100503.93064708862,100683.11060924683,0.0017796426935358023
