Date,Equity
2006-03-31,0.0
2006-04-30,0.0
2006-05-31,0.0
2006-06-30,0.0
2006-07-31,0.0
2006-08-31,0.0
2006-09-30,0.0
2006-10-31,0.0
2006-11-30,0.0
2006-12-31,0.0
2007-01-31,0.0
2007-02-28,-0.00029992999699990364
2007-03-31,-0.0011689389327353972
2007-04-30,0.024742727118219232
2007-05-31,0.023914361030093367
2007-06-30,-0.01662968975721002
2007-07-31,-0.005745506262003208
2007-08-31,0.01087404674310899
2007-09-30,0.0740639812883066
2007-10-31,0.07831420521242216
2007-11-30,-0.05358554308756158
2007-12-31,0.040445796684319024
2008-01-31,0.01630504878415273
2008-02-29,0.05925021520077722
2008-03-31,-0.035622957318410364
2008-04-30,-0.0010140828893634435
2008-05-31,0.03665428311343222
2008-06-30,0.019559104671784455
2008-07-31,-0.038836969179333214
2008-08-31,-0.048064899173263065
2008-09-30,-0.028490969019657975
2008-10-31,-0.05941102211214855
2008-11-30,0.0736510901480194
2008-12-31,0.06264579062322517
2009-01-31,-0.0380064047957146
2009-02-28,-0.002718397535538042
2009-03-31,0.01562890189336752
2009-04-30,-0.043672819678737484
2009-05-31,0.03698471672034698
2009-06-30,-0.015951190410513183
2009-07-31,0.06611125195217493
2009-08-31,0.007605069774468065
2009-09-30,0.030197435447382848
2009-10-31,-0.009383699053959527
2009-11-30,0.0903967427246235
2009-12-31,0.002886727866548755
2010-01-31,-0.06569604784874838
2010-02-28,0.04001762512026796
2010-03-31,0.0865140944722751
2010-04-30,0.04320675922829098
2010-05-31,-0.07431266113528945
2010-06-30,-0.06348599097124985
2010-07-31,0.013366071987749528
2010-08-31,0.003773791882904387
2010-09-30,0.023117069502396115
2010-10-31,0.0491838110553422
2010-11-30,-1.4092378574082076e-05
2010-12-31,0.057471096795497445
2011-01-31,-0.012175479226193664
2011-02-28,0.04502425182103842
2011-03-31,0.0014769431669385824
2011-04-30,0.05359156029332679
2011-05-31,-0.019010843419855483
2011-06-30,-0.03290874031505875
2011-07-31,0.008944476133409873
2011-08-31,0.02111790533134905
2011-09-30,-0.10098458592920623
2011-10-31,0.002103384317786672
2011-11-30,0.003045017351080981
2011-12-31,-0.017893406665090872
2012-01-31,0.02149685527336187
2012-02-29,-0.0220430569244906
2012-03-31,-0.02405244425124986
2012-04-30,0.011221399893108996
2012-05-31,0.017188546560210183
2012-06-30,0.0049413862894076566
2012-07-31,0.020316791604024997
2012-08-31,0.013011604030271018
2012-09-30,-0.011388271664004135
2012-10-31,-0.028173235997906
2012-11-30,0.004676002484695685
2012-12-31,0.013271562940624149
2013-01-31,0.01980219980890352
2013-02-28,0.002972178018934679
2013-03-31,0.037720438915255006
2013-04-30,0.02736181214622868
2013-05-31,-0.018104949281654736
2013-06-30,-0.016005523509377118
2013-07-31,0.059636499726524406
2013-08-31,-0.027187678369481882
2013-09-30,0.05838442503708552
2013-10-31,0.03382908536146756
2013-11-30,0.0350192549552486
2013-12-31,0.025051829007190163
2014-01-31,-0.027307792205845227
2014-02-28,0.048320525928985836
2014-03-31,-0.009166058324453275
2014-04-30,-0.011775235025546449
2014-05-31,0.025058299622058744
2014-06-30,0.020261788200810482
2014-07-31,-0.02036544635990667
2014-08-31,0.038996273570349294
2014-09-30,-0.02716179140392372
2014-10-31,0.04883459480034369
2014-11-30,0.03081333774192907
2014-12-31,0.009297587335795887
2015-01-31,0.04889212515047836
2015-02-28,-0.011746926512575695
2015-03-31,0.0015021189098438636
2015-04-30,-0.025000122075101494
2015-05-31,-0.0015855276651185468
2015-06-30,-0.012968083879340897
2015-07-31,0.01962002669599272
2015-08-31,-0.06448523335197842
2015-09-30,0.011826285170811524
2015-10-31,-0.004005580460070712
2015-11-30,0.0009615876183990402
2015-12-31,-0.02814712819980081
2016-01-31,-0.02419950794643211
2016-02-29,0.013736255751291448
2016-03-31,-0.0036583368369161873
2016-04-30,-0.018931773445076905
2016-05-31,-0.010508241753423797
2016-06-30,0.05692071123609943
2016-07-31,0.028145353715434807
2016-08-31,-0.026788852249419404
2016-09-30,-0.004325162331401566
2016-10-31,-0.03369452300429965
2016-11-30,-0.0571031438119165
2016-12-31,0.015178521079679097
2017-01-31,0.004846325619648706
2017-02-28,0.011392159716121064
2017-03-31,0.01913086580984924
2017-04-30,0.01858396396464279
2017-05-31,0.01624136492079331
2017-06-30,0.005927253585667813
2017-07-31,0.036313016119994046
2017-08-31,0.010331163831259094
2017-09-30,0.006380550209888369
2017-10-31,0.02872917287682686
2017-11-30,0.014722287554455704
2017-12-31,0.018931865332226794
2018-01-31,0.07376270887585257
2018-02-28,-0.0399333310911697
2018-03-31,-0.015107438224150394
2018-04-30,-0.0031711799398361773
2018-05-31,0.019284719172414144
2018-06-30,-0.0005101309542175914
2018-07-31,0.006942051873742194
2018-08-31,0.04462629855357947
2018-09-30,-0.007185931392832412
2018-10-31,-0.07099601164860381
2018-11-30,-0.00029992999699990364
2018-12-31,-0.04691199583627015
2019-01-31,0.012848662256603749
2019-02-28,-0.003971723585064146
2019-03-31,0.04081912041677649
2019-04-30,0.031236336279795607
2019-05-31,-0.049161109550972415
2019-06-30,0.01224546616589861
2019-07-31,0.006762859727886594
2019-08-31,0.0749815133282008
2019-09-30,-0.013589314779258177
2019-10-31,0.008225439134875945
2019-11-30,-0.016375270116919194
2019-12-31,0.013954461905367088
2020-01-31,0.014142372807776082
2020-02-29,-0.02452975408687874
2020-03-31,-0.004030798265372892
2020-04-30,0.029158474437860793
2020-05-31,0.004063277736385151
2020-06-30,0.031163756636288342
2020-07-31,0.0754672179462712
2020-08-31,0.020344889074358274
2020-09-30,-0.045653405909429234
2020-10-31,-0.020123169309221867
2020-11-30,0.054216499883742664
2020-12-31,0.051213833435592715
2021-01-31,0.005633710674561865
2021-02-28,0.022997952935117416
2021-03-31,0.008311143449232894
2021-04-30,0.029615511508553682
2021-05-31,0.009018206006649043
2021-06-30,0.02074480518180266
2021-07-31,0.0020762210333120645
2021-08-31,0.015575343044502477
2021-09-30,-0.010841980158029618
2021-10-31,0.05617437003296177
2021-11-30,-0.05049212868165587
2021-12-31,0.05731488479480662
2022-01-31,-0.02098360679529765
2022-02-28,0.0005649109437926292
2022-03-31,0.03452044097245133
2022-04-30,-0.02435315315653175
2022-05-31,0.004409911032449365
2022-06-30,-0.026046266422607323
2022-07-31,-0.0065618820860408045
2022-08-31,-0.00486048296658792
