Date,Equity
2022-09-30,-0.022757483245766208
2022-10-31,-0.00010000666666665214
2022-11-30,0.004710312190560062
2022-12-31,-0.005603522863810717
2023-01-31,0.04899344622943036
2023-02-28,-0.03879513462157669
2023-03-31,0.020117177800291985
2023-04-30,0.014891846192749858
2023-05-31,0.008671543825923278
2023-06-30,0.02852152070984726
2023-07-31,0.03282516182882267
2023-08-31,-0.023536013023243818
2023-09-30,-0.04517581700080675
2023-10-31,-0.02028857530541761
2023-11-30,0.03724179453579035
2023-12-31,0.037918373698903496
2024-01-31,-0.0013439563511923325
2024-02-29,0.045434149293212434
2024-03-31,0.02589636320754063
2024-04-30,-0.05039611930888688
2024-05-31,0.043705134753227126
2024-06-30,0.029389714988235616
2024-07-31,0.01544068461746484
2024-08-31,0.01843877401946048
2024-09-30,0.03267448526261818
2024-10-31,0.008745556465634019
2024-11-30,0.02563476768416373
2024-12-31,-0.034453168278738455
2025-01-31,0.037898981819195265
2025-02-28,-0.00761078033943785
2025-03-31,-0.013151810980230993
2025-04-30,0.010011179895129896
2025-05-31,0.011434090428837917
2025-06-30,0.023882121508281173
2025-07-31,-0.007056815537625716
2025-08-31,0.02890823293057676
2025-09-30,0.0812599542080863
2025-10-31,0.035535367984283805
2025-11-30,0.006597308586173911
2025-12-31,0.023458163796032272
2026-01-31,0.05254277424495912
